countyfips,countyname,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,voters_gender_m,voters_gender_f,voters_gender_unknown,party_npp,party_rep,party_dem,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_23,eth2_30,eth2_10,eth2_34,eth2_14,eth2_21,eth2_61,eth2_12,eth2_55,eth2_85,eth2_59,eth2_35,eth2_38,eth2_33,eth2_29,eth2_32,eth2_99,eth2_66,eth2_18,eth2_unk,languages_description_english,languages_description_spanish,languages_description_hindi,languages_description_chinese,languages_description_vietnamese,languages_description_german,languages_description_other,languages_description_unknown,absenteetypes_description_permanent_out_of_country,commercialdata_estimatedhhincomeamount_avg,g20221108_voted_all,g20221108_reg_all,g20221108_pct_voted_all,g20221108_voted_gender_m,g20221108_reg_gender_m,g20221108_pct_voted_gender_m,g20221108_voted_gender_f,g20221108_reg_gender_f,g20221108_pct_voted_gender_f,g20221108_voted_gender_unk,g20221108_reg_gender_unk,g20221108_pct_voted_gender_unk,g20221108_voted_eur,g20221108_reg_eur,g20221108_pct_voted_eur,g20221108_voted_hisp,g20221108_reg_hisp,g20221108_pct_voted_hisp,g20221108_voted_aa,g20221108_reg_aa,g20221108_pct_voted_aa,g20221108_voted_esa,g20221108_reg_esa,g20221108_pct_voted_esa,g20221108_voted_oth,g20221108_reg_oth,g20221108_pct_voted_oth,g20221108_voted_unk,g20221108_reg_unk,g20221108_pct_voted_unk,p20220503_voted_all,p20220503_reg_all,p20220503_pct_voted_all,p20220503_voted_gender_m,p20220503_reg_gender_m,p20220503_pct_voted_gender_m,p20220503_voted_gender_f,p20220503_reg_gender_f,p20220503_pct_voted_gender_f,p20220503_voted_gender_unk,p20220503_reg_gender_unk,p20220503_pct_voted_gender_unk,p20220503_voted_eur,p20220503_reg_eur,p20220503_pct_voted_eur,p20220503_voted_hisp,p20220503_reg_hisp,p20220503_pct_voted_hisp,p20220503_voted_aa,p20220503_reg_aa,p20220503_pct_voted_aa,p20220503_voted_esa,p20220503_reg_esa,p20220503_pct_voted_esa,p20220503_voted_oth,p20220503_reg_oth,p20220503_pct_voted_oth,p20220503_voted_unk,p20220503_reg_unk,p20220503_pct_voted_unk,cg20211102_voted_all,cg20211102_reg_all,cg20211102_pct_voted_all,cg20211102_voted_gender_m,cg20211102_reg_gender_m,cg20211102_pct_voted_gender_m,cg20211102_voted_gender_f,cg20211102_reg_gender_f,cg20211102_pct_voted_gender_f,cg20211102_voted_gender_unk,cg20211102_reg_gender_unk,cg20211102_pct_voted_gender_unk,cg20211102_voted_eur,cg20211102_reg_eur,cg20211102_pct_voted_eur,cg20211102_voted_hisp,cg20211102_reg_hisp,cg20211102_pct_voted_hisp,cg20211102_voted_aa,cg20211102_reg_aa,cg20211102_pct_voted_aa,cg20211102_voted_esa,cg20211102_reg_esa,cg20211102_pct_voted_esa,cg20211102_voted_oth,cg20211102_reg_oth,cg20211102_pct_voted_oth,cg20211102_voted_unk,cg20211102_reg_unk,cg20211102_pct_voted_unk,s20210504_voted_all,s20210504_reg_all,s20210504_pct_voted_all,s20210504_voted_gender_m,s20210504_reg_gender_m,s20210504_pct_voted_gender_m,s20210504_voted_gender_f,s20210504_reg_gender_f,s20210504_pct_voted_gender_f,s20210504_voted_gender_unk,s20210504_reg_gender_unk,s20210504_pct_voted_gender_unk,s20210504_voted_eur,s20210504_reg_eur,s20210504_pct_voted_eur,s20210504_voted_hisp,s20210504_reg_hisp,s20210504_pct_voted_hisp,s20210504_voted_aa,s20210504_reg_aa,s20210504_pct_voted_aa,s20210504_voted_esa,s20210504_reg_esa,s20210504_pct_voted_esa,s20210504_voted_oth,s20210504_reg_oth,s20210504_pct_voted_oth,s20210504_voted_unk,s20210504_reg_unk,s20210504_pct_voted_unk,g20201103_voted_all,g20201103_reg_all,g20201103_pct_voted_all,g20201103_voted_gender_m,g20201103_reg_gender_m,g20201103_pct_voted_gender_m,g20201103_voted_gender_f,g20201103_reg_gender_f,g20201103_pct_voted_gender_f,g20201103_voted_gender_unk,g20201103_reg_gender_unk,g20201103_pct_voted_gender_unk,g20201103_voted_eur,g20201103_reg_eur,g20201103_pct_voted_eur,g20201103_voted_hisp,g20201103_reg_hisp,g20201103_pct_voted_hisp,g20201103_voted_aa,g20201103_reg_aa,g20201103_pct_voted_aa,g20201103_voted_esa,g20201103_reg_esa,g20201103_pct_voted_esa,g20201103_voted_oth,g20201103_reg_oth,g20201103_pct_voted_oth,g20201103_voted_unk,g20201103_reg_unk,g20201103_pct_voted_unk,pp20200602_voted_all,pp20200602_reg_all,pp20200602_pct_voted_all,pp20200602_voted_gender_m,pp20200602_reg_gender_m,pp20200602_pct_voted_gender_m,pp20200602_voted_gender_f,pp20200602_reg_gender_f,pp20200602_pct_voted_gender_f,pp20200602_voted_gender_unk,pp20200602_reg_gender_unk,pp20200602_pct_voted_gender_unk,pp20200602_voted_eur,pp20200602_reg_eur,pp20200602_pct_voted_eur,pp20200602_voted_hisp,pp20200602_reg_hisp,pp20200602_pct_voted_hisp,pp20200602_voted_aa,pp20200602_reg_aa,pp20200602_pct_voted_aa,pp20200602_voted_esa,pp20200602_reg_esa,pp20200602_pct_voted_esa,pp20200602_voted_oth,pp20200602_reg_oth,pp20200602_pct_voted_oth,pp20200602_voted_unk,pp20200602_reg_unk,pp20200602_pct_voted_unk,p20200602_voted_all,p20200602_reg_all,p20200602_pct_voted_all,p20200602_voted_gender_m,p20200602_reg_gender_m,p20200602_pct_voted_gender_m,p20200602_voted_gender_f,p20200602_reg_gender_f,p20200602_pct_voted_gender_f,p20200602_voted_gender_unk,p20200602_reg_gender_unk,p20200602_pct_voted_gender_unk,p20200602_voted_eur,p20200602_reg_eur,p20200602_pct_voted_eur,p20200602_voted_hisp,p20200602_reg_hisp,p20200602_pct_voted_hisp,p20200602_voted_aa,p20200602_reg_aa,p20200602_pct_voted_aa,p20200602_voted_esa,p20200602_reg_esa,p20200602_pct_voted_esa,p20200602_voted_oth,p20200602_reg_oth,p20200602_pct_voted_oth,p20200602_voted_unk,p20200602_reg_unk,p20200602_pct_voted_unk
18141,ST JOSEPH,177103,1929,12989,15698,15890,29612,27243,28222,26419,13519,5464,84397,92430,276,78297,37523,60944,339,0,129176,10299,13402,2776,2776,18674,129176,13345,10230,829,1066,938,562,345,355,256,192,153,108,76,80,99,125,57,56,57,69,14,18674,74473,1238,89,84,108,48,608,100455,770,79838,71581,175373,0.40820000000000001,34232,83545,0.40969999999999995,37260,91552,0.40700000000000003,89,276,0.32250000000000001,57027,128085,0.44519999999999998,2089,10106,0.20669999999999997,2675,13217,0.2024,857,2727,0.31429999999999997,1013,2738,0.37,7920,18500,0.42810000000000004,14145,171504,0.08249999999999999,6673,81570,0.081799999999999998,7446,89659,0.083000000000000004,26,275,0.094500000000000001,11436,125517,0.091099999999999987,289,9752,0.029599999999999998,657,12913,0.050900000000000001,123,2630,0.046799999999999994,151,2667,0.056600000000000004,1489,18025,0.082599999999999993,13,168969,0.0001,6,80214,0.0001,7,88482,0.0001,0,273,0,11,123883,0.0001,0,9477,0,0,12670,0,1,2567,0.00040000000000000002,0,2616,0,1,17756,0.0001,33,166145,0.00020000000000000001,14,78745,0.00020000000000000001,19,87128,0.00020000000000000001,0,272,0,27,122082,0.00020000000000000001,1,9159,0.0001,0,12411,0,0,2496,0,0,2540,0,5,17457,0.00030000000000000003,107134,164020,0.65320000000000011,49124,77658,0.63260000000000005,57869,86092,0.67219999999999991,141,270,0.5222,82237,120754,0.68099999999999994,4581,8867,0.51660000000000006,5653,12201,0.46329999999999999,1495,2449,0.61049999999999993,1591,2493,0.6382000000000001,11577,17256,0.67090000000000005,34244,158165,0.2165,14768,74681,0.19769999999999999,19414,83217,0.23330000000000001,62,267,0.23220000000000002,26514,116820,0.22700000000000001,1145,8308,0.13780000000000001,2171,11803,0.18390000000000001,365,2280,0.16009999999999996,431,2365,0.18219999999999997,3618,16589,0.21810000000000002,34244,158165,0.2165,14768,74681,0.19769999999999999,19414,83217,0.23330000000000001,62,267,0.23220000000000002,26514,116820,0.22700000000000001,1145,8308,0.13780000000000001,2171,11803,0.18390000000000001,365,2280,0.16009999999999996,431,2365,0.18219999999999997,3618,16589,0.21810000000000002
18145,SHELBY,28973,259,1907,2101,2157,4622,4578,5268,4703,2430,937,14351,14615,7,12887,11694,4243,149,0,25645,719,65,155,142,2247,25645,65,713,39,30,61,17,27,12,12,12,4,9,6,20,25,6,3,2,0,6,0,2247,14697,68,3,2,6,6,34,14157,40,80171,11584,28830,0.40179999999999999,5872,14277,0.41130000000000005,5709,14547,0.39249999999999996,3,6,0.5,10495,25528,0.41109999999999997,98,708,0.1384,5,65,0.076899999999999996,45,154,0.29219999999999996,48,141,0.34039999999999998,893,2234,0.3997,5450,28462,0.19149999999999998,2757,14081,0.19580000000000003,2692,14375,0.18729999999999999,1,6,0.16669999999999999,4945,25228,0.19600000000000001,35,681,0.051400000000000001,4,65,0.061499999999999999,18,151,0.1192,14,139,0.10070000000000001,434,2198,0.19750000000000001,0,28174,0,0,13920,0,0,14248,0,0,6,0,0,24996,0,0,662,0,0,63,0,0,146,0,0,137,0,0,2170,0,0,27890,0,0,13755,0,0,14130,0,0,5,0,0,24769,0,0,639,0,0,62,0,0,142,0,0,135,0,0,2143,0,19336,27648,0.69940000000000002,9365,13622,0.6875,9969,14021,0.71099999999999997,2,5,0.40000000000000002,17389,24571,0.70770000000000011,278,621,0.44769999999999993,25,59,0.42370000000000002,87,141,0.61699999999999999,92,132,0.69700000000000006,1465,2124,0.68969999999999998,6116,26478,0.23100000000000001,2847,13008,0.21890000000000001,3269,13466,0.24279999999999999,0,4,0,5566,23585,0.23600000000000004,59,556,0.1061,3,55,0.054500000000000007,22,127,0.17319999999999999,25,128,0.1953,441,2027,0.21759999999999996,6116,26478,0.23100000000000001,2847,13008,0.21890000000000001,3269,13466,0.24279999999999999,0,4,0,5566,23585,0.23600000000000004,59,556,0.1061,3,55,0.054500000000000007,22,127,0.17319999999999999,25,128,0.1953,441,2027,0.21759999999999996
18147,SPENCER,14204,145,913,1016,985,2131,2137,2643,2428,1361,434,7091,7113,0,5492,4927,3592,193,0,12502,229,19,56,86,1312,12502,19,224,15,39,23,11,5,6,9,3,0,0,9,8,3,2,0,0,0,5,0,1312,7137,22,3,2,2,7,16,7015,21,77130,7650,14118,0.54189999999999994,3876,7059,0.54910000000000003,3774,7059,0.53459999999999996,0,0,,6814,12428,0.54830000000000001,53,224,0.2366,2,19,0.10529999999999999,26,56,0.46429999999999999,52,86,0.60470000000000002,703,1305,0.53870000000000007,1198,13886,0.086299999999999988,609,6940,0.087799999999999989,589,6946,0.084800000000000014,0,0,,1071,12238,0.087499999999999994,11,212,0.051899999999999988,2,18,0.1111,7,54,0.12959999999999999,8,84,0.095199999999999993,99,1280,0.077299999999999994,0,13678,0,0,6826,0,0,6852,0,0,0,,0,12060,0,0,205,0,0,17,0,0,51,0,0,84,0,0,1261,0,0,13538,0,0,6758,0,0,6780,0,0,0,,0,11942,0,0,199,0,0,17,0,0,51,0,0,84,0,0,1245,0,10279,13435,0.76510000000000011,5105,6710,0.76079999999999992,5174,6725,0.76939999999999997,0,0,,9113,11853,0.76879999999999993,111,194,0.57220000000000004,4,16,0.25,35,49,0.71429999999999993,68,81,0.83949999999999991,948,1242,0.76329999999999998,3138,13028,0.24089999999999998,1523,6486,0.23479999999999998,1615,6542,0.24690000000000004,0,0,,2778,11504,0.24149999999999999,30,174,0.17240000000000003,2,15,0.13330000000000003,11,48,0.22919999999999999,19,79,0.24050000000000002,298,1208,0.24669999999999997,3138,13028,0.24089999999999998,1523,6486,0.23479999999999998,1615,6542,0.24690000000000004,0,0,,2778,11504,0.24149999999999999,30,174,0.17240000000000003,2,15,0.13330000000000003,11,48,0.22919999999999999,19,79,0.24050000000000002,298,1208,0.24669999999999997
18155,SWITZERLAND,6546,25,357,437,480,1005,1086,1299,1086,565,200,3236,3309,1,2919,2264,1322,41,0,5895,69,10,25,26,521,5895,10,68,9,10,8,1,4,4,0,0,0,0,1,1,6,1,0,4,0,1,0,521,2979,3,1,1,2,0,1,3559,8,66428,2695,6482,0.41579999999999995,1352,3205,0.42180000000000001,1343,3276,0.40999999999999998,0,1,0,2441,5836,0.41830000000000001,21,68,0.30880000000000002,6,10,0.59999999999999998,10,25,0.40000000000000002,11,26,0.42309999999999998,206,517,0.39850000000000002,1120,6351,0.1764,546,3135,0.17419999999999997,574,3215,0.17850000000000002,0,1,0,1026,5721,0.17929999999999999,9,67,0.13430000000000003,0,10,0,4,25,0.16,6,25,0.23999999999999999,75,503,0.14910000000000001,0,6252,0,0,3082,0,0,3169,0,0,1,0,0,5628,0,0,67,0,0,10,0,0,24,0,0,25,0,0,498,0,0,6169,0,0,3046,0,0,3122,0,0,1,0,0,5552,0,0,66,0,0,10,0,0,24,0,0,25,0,0,492,0,3945,6054,0.65159999999999996,1951,2992,0.65210000000000012,1994,3061,0.65139999999999998,0,1,0,3571,5451,0.65510000000000002,35,64,0.54689999999999994,7,10,0.69999999999999996,13,24,0.54169999999999996,13,24,0.54169999999999996,306,481,0.63619999999999999,1354,5849,0.23149999999999998,649,2886,0.22490000000000002,705,2962,0.23799999999999999,0,1,0,1231,5263,0.2339,7,63,0.1111,3,9,0.33329999999999999,8,23,0.3478,7,23,0.30430000000000001,98,468,0.20940000000000003,1354,5849,0.23149999999999998,649,2886,0.22490000000000002,705,2962,0.23799999999999999,0,1,0,1231,5263,0.2339,7,63,0.1111,3,9,0.33329999999999999,8,23,0.3478,7,23,0.30430000000000001,98,468,0.20940000000000003
18161,UNION,4641,33,318,352,348,659,673,886,760,465,146,2258,2383,0,1885,2017,720,19,0,4181,38,1,15,19,387,4181,1,38,3,3,4,6,2,1,2,5,1,2,0,0,4,0,0,1,0,0,0,387,2264,5,0,1,0,1,3,2367,3,67708,2497,4605,0.54220000000000002,1217,2239,0.54350000000000009,1280,2366,0.54100000000000004,0,0,,2272,4149,0.54760000000000009,13,37,0.35140000000000005,0,1,0,5,14,0.35710000000000003,6,19,0.31580000000000003,201,385,0.52210000000000001,1153,4510,0.25569999999999998,566,2191,0.25830000000000003,587,2319,0.25309999999999999,0,0,,1053,4067,0.25889999999999996,5,35,0.1429,1,1,1,2,12,0.16669999999999999,2,16,0.125,90,379,0.23749999999999999,0,4420,0,0,2148,0,0,2272,0,0,0,,0,3990,0,0,31,0,0,1,0,0,12,0,0,16,0,0,370,0,0,4376,0,0,2124,0,0,2252,0,0,0,,0,3950,0,0,31,0,0,1,0,0,12,0,0,16,0,0,366,0,3287,4345,0.75650000000000006,1579,2109,0.74870000000000003,1708,2236,0.76390000000000002,0,0,,2987,3925,0.7609999999999999,18,31,0.5806,1,1,1,9,12,0.75,12,16,0.75,260,360,0.72219999999999995,1018,4179,0.24359999999999998,456,2020,0.22570000000000001,562,2159,0.26030000000000003,0,0,,925,3776,0.24500000000000002,5,30,0.16669999999999999,1,1,1,4,11,0.36360000000000003,2,15,0.13330000000000003,81,346,0.23410000000000003,1018,4179,0.24359999999999998,456,2020,0.22570000000000001,562,2159,0.26030000000000003,0,0,,925,3776,0.24500000000000002,5,30,0.16669999999999999,1,1,1,4,11,0.36360000000000003,2,15,0.13330000000000003,81,346,0.23410000000000003
18165,VERMILLION,10040,106,728,753,703,1397,1657,1734,1697,984,279,4922,5118,0,3630,2869,3513,28,0,8981,108,13,44,76,818,8981,13,107,5,7,18,26,5,3,28,10,1,1,3,2,1,1,0,1,0,1,0,818,4820,7,0,1,0,3,9,5200,4,68461,5144,9984,0.51519999999999999,2530,4889,0.51749999999999996,2614,5095,0.5131,0,0,,4658,8935,0.52129999999999987,36,106,0.33960000000000001,5,13,0.3846,20,44,0.45450000000000002,41,76,0.53950000000000009,384,810,0.47410000000000008,2576,9820,0.26230000000000003,1281,4797,0.26700000000000002,1295,5023,0.25780000000000003,0,0,,2329,8795,0.26480000000000004,16,102,0.15690000000000001,3,13,0.23080000000000003,11,43,0.25580000000000003,26,75,0.34670000000000001,191,792,0.2412,0,9711,0,0,4734,0,0,4977,0,0,0,,0,8701,0,0,99,0,0,13,0,0,43,0,0,74,0,0,781,0,0,9608,0,0,4676,0,0,4932,0,0,0,,0,8615,0,0,96,0,0,13,0,0,42,0,0,74,0,0,768,0,7064,9450,0.74749999999999994,3420,4590,0.7451000000000001,3644,4860,0.74979999999999991,0,0,,6362,8481,0.75009999999999999,52,91,0.57140000000000002,6,12,0.5,33,41,0.80489999999999995,56,70,0.80000000000000004,555,755,0.73510000000000009,3263,9012,0.36209999999999998,1518,4371,0.34730000000000005,1745,4641,0.376,0,0,,2966,8102,0.36609999999999998,27,85,0.31759999999999999,3,12,0.25,8,39,0.20509999999999998,34,70,0.48570000000000002,225,704,0.3196,3263,9012,0.36209999999999998,1518,4371,0.34730000000000005,1745,4641,0.376,0,0,,2966,8102,0.36609999999999998,27,85,0.31759999999999999,3,12,0.25,8,39,0.20509999999999998,34,70,0.48570000000000002,225,704,0.3196
18171,WARREN,5944,66,368,389,425,861,928,1082,1037,566,219,2958,2980,6,2369,2763,794,18,0,5315,66,3,27,35,498,5315,3,64,9,8,10,2,4,0,0,4,9,4,0,0,1,0,2,1,0,2,0,498,3109,3,1,1,2,1,5,2822,11,77528,2807,5915,0.47460000000000002,1408,2943,0.47839999999999999,1394,2966,0.47000000000000003,5,6,0.83330000000000004,2516,5290,0.47560000000000002,17,66,0.2576,2,3,0.66669999999999996,15,27,0.55559999999999998,16,35,0.45709999999999995,241,494,0.48789999999999994,1414,5838,0.24219999999999997,699,2899,0.24110000000000001,714,2933,0.24340000000000001,1,6,0.16669999999999999,1293,5225,0.2475,5,63,0.079399999999999998,1,3,0.33329999999999999,9,26,0.34619999999999995,1,35,0.028600000000000004,105,486,0.21600000000000003,0,5777,0,0,2867,0,0,2904,0,0,6,0,0,5174,0,0,60,0,0,3,0,0,26,0,0,34,0,0,480,0,0,5710,0,0,2829,0,0,2875,0,0,6,0,0,5111,0,0,60,0,0,3,0,0,25,0,0,33,0,0,478,0,4298,5663,0.75900000000000012,2118,2808,0.75429999999999997,2175,2849,0.76340000000000008,5,6,0.83330000000000004,3833,5070,0.75600000000000001,40,57,0.70179999999999987,3,3,1,21,25,0.84000000000000008,21,33,0.63639999999999997,380,475,0.80000000000000004,1702,5481,0.3105,816,2712,0.30089999999999995,883,2763,0.3196,3,6,0.5,1522,4919,0.30940000000000001,9,54,0.16669999999999999,1,3,0.33329999999999999,13,24,0.54169999999999996,6,33,0.18180000000000002,151,448,0.33710000000000001,1702,5481,0.3105,816,2712,0.30089999999999995,883,2763,0.3196,3,6,0.5,1522,4919,0.30940000000000001,9,54,0.16669999999999999,1,3,0.33329999999999999,13,24,0.54169999999999996,6,33,0.18180000000000002,151,448,0.33710000000000001
18175,WASHINGTON,18160,164,1131,1317,1319,2786,3040,3409,2880,1600,499,8868,9292,0,7572,7009,3457,122,0,16537,196,31,59,56,1281,16537,31,194,10,13,17,8,8,10,12,3,3,1,0,1,5,3,3,0,0,2,1,1281,9212,11,3,2,2,1,23,8906,25,66763,8011,18007,0.44489999999999996,3993,8774,0.4551,4018,9233,0.43519999999999992,0,0,,7396,16412,0.4506,57,189,0.30160000000000003,8,30,0.26669999999999999,19,59,0.32200000000000001,32,54,0.59260000000000002,499,1263,0.39510000000000006,3828,17658,0.21680000000000002,1933,8602,0.22469999999999998,1895,9056,0.20929999999999999,0,0,,3539,16107,0.21970000000000001,23,178,0.12919999999999998,6,30,0.20000000000000001,9,57,0.15790000000000001,14,54,0.25929999999999997,237,1232,0.19240000000000002,0,17410,0,0,8475,0,0,8935,0,0,0,,0,15889,0,0,173,0,0,30,0,0,57,0,0,53,0,0,1208,0,0,17219,0,0,8371,0,0,8848,0,0,0,,0,15723,0,0,167,0,0,30,0,0,55,0,0,53,0,0,1191,0,11685,17047,0.6855,5608,8283,0.67700000000000005,6077,8764,0.69340000000000002,0,0,,10761,15577,0.69079999999999997,82,164,0.5,19,29,0.65520000000000012,37,52,0.71150000000000002,39,52,0.75,747,1173,0.63679999999999992,3960,16330,0.24249999999999999,1827,7911,0.23090000000000002,2133,8419,0.25339999999999996,0,0,,3673,14948,0.24569999999999997,19,148,0.12840000000000001,5,29,0.17240000000000003,16,50,0.32000000000000001,14,48,0.29169999999999996,233,1107,0.21049999999999999,3960,16330,0.24249999999999999,1827,7911,0.23090000000000002,2133,8419,0.25339999999999996,0,0,,3673,14948,0.24569999999999997,19,148,0.12840000000000001,5,29,0.17240000000000003,16,50,0.32000000000000001,14,48,0.29169999999999996,233,1107,0.21049999999999999
18177,WAYNE,39682,391,2593,3016,2945,5829,6037,7000,6471,3879,1507,19013,20659,10,18297,13485,7836,64,0,34764,782,419,238,189,3290,34764,415,775,88,71,71,32,28,24,18,16,7,16,3,7,18,3,5,4,4,7,0,3290,18742,82,6,2,3,9,50,20788,94,66043,16525,39306,0.4204,7993,18816,0.42480000000000001,8531,20480,0.41660000000000003,1,10,0.10000000000000001,14731,34459,0.42750000000000005,179,769,0.23280000000000003,92,413,0.22280000000000003,58,229,0.25330000000000003,63,185,0.34049999999999997,1402,3251,0.43130000000000007,5524,38534,0.1434,2666,18409,0.14479999999999998,2858,20116,0.14209999999999998,0,9,0,4948,33830,0.14630000000000001,44,730,0.060299999999999999,20,399,0.050099999999999999,13,221,0.058799999999999998,24,175,0.1371,475,3179,0.14940000000000003,0,38008,0,0,18125,0,0,19874,0,0,9,0,0,33406,0,0,711,0,0,393,0,0,216,0,0,168,0,0,3114,0,0,37527,0,0,17866,0,0,19652,0,0,9,0,0,33004,0,0,694,0,0,386,0,0,212,0,0,164,0,0,3067,0,25903,37131,0.69760000000000011,12125,17680,0.68579999999999997,13776,19442,0.70860000000000001,2,9,0.22220000000000001,23041,32670,0.70530000000000004,402,678,0.59289999999999998,197,379,0.51979999999999993,117,209,0.55979999999999996,100,159,0.62890000000000001,2046,3036,0.67389999999999994,8951,35560,0.25169999999999998,3987,16881,0.23619999999999997,4962,18670,0.26580000000000004,2,9,0.22220000000000001,7987,31325,0.255,112,629,0.17809999999999998,74,361,0.20499999999999999,27,196,0.13780000000000001,28,150,0.18669999999999998,723,2899,0.24940000000000001,8951,35560,0.25169999999999998,3987,16881,0.23619999999999997,4962,18670,0.26580000000000004,2,9,0.22220000000000001,7987,31325,0.255,112,629,0.17809999999999998,74,361,0.20499999999999999,27,196,0.13780000000000001,28,150,0.18669999999999998,723,2899,0.24940000000000001
18179,WELLS,18473,170,1217,1381,1468,2870,2742,3223,3044,1661,688,8935,9533,5,7435,8522,2358,158,0,16005,400,19,103,110,1836,16005,19,397,12,20,44,9,28,13,4,6,8,7,7,2,27,9,6,1,0,3,0,1836,9688,39,1,1,4,4,23,8713,38,78006,9171,18356,0.49960000000000004,4525,8881,0.50950000000000006,4643,9470,0.49030000000000007,3,5,0.59999999999999998,8063,15905,0.50690000000000002,111,394,0.28169999999999995,7,19,0.36839999999999995,39,101,0.3861,43,109,0.39450000000000002,908,1828,0.49670000000000003,4327,18083,0.23929999999999998,2131,8747,0.24359999999999998,2195,9331,0.23519999999999999,1,5,0.20000000000000001,3829,15678,0.24419999999999997,46,384,0.11979999999999999,5,18,0.27779999999999999,18,99,0.18180000000000002,18,108,0.16669999999999999,411,1796,0.22880000000000003,0,17882,0,0,8642,0,0,9235,0,0,5,0,0,15508,0,0,377,0,0,18,0,0,99,0,0,108,0,0,1772,0,0,17702,0,0,8538,0,0,9159,0,0,5,0,0,15359,0,0,369,0,0,17,0,0,96,0,0,107,0,0,1754,0,13593,17560,0.77410000000000001,6516,8459,0.77029999999999998,7073,9096,0.77760000000000007,4,5,0.80000000000000004,11840,15241,0.77690000000000003,219,358,0.61170000000000002,11,17,0.64710000000000012,66,96,0.6875,82,107,0.76639999999999997,1375,1741,0.78979999999999984,4721,16898,0.27939999999999998,2194,8099,0.27089999999999997,2525,8794,0.28710000000000002,2,5,0.40000000000000002,4150,14668,0.28289999999999998,56,333,0.16819999999999999,4,15,0.26669999999999999,20,92,0.21740000000000004,24,103,0.23300000000000001,467,1687,0.27679999999999999,4721,16898,0.27939999999999998,2194,8099,0.27089999999999997,2525,8794,0.28710000000000002,2,5,0.40000000000000002,4150,14668,0.28289999999999998,56,333,0.16819999999999999,4,15,0.26669999999999999,20,92,0.21740000000000004,24,103,0.23300000000000001,467,1687,0.27679999999999999
18181,WHITE,16207,141,1097,1125,1058,2233,2461,2887,2958,1598,645,7955,8231,21,6740,7273,2182,12,0,13755,646,19,67,145,1575,13755,19,642,13,24,34,33,6,12,21,2,2,6,5,0,31,9,6,1,0,4,0,1575,7855,61,0,1,3,9,26,8252,28,74582,6725,16093,0.41790000000000005,3348,7893,0.42420000000000002,3366,8179,0.41150000000000003,11,21,0.52379999999999993,5907,13666,0.43220000000000003,90,633,0.14219999999999999,4,19,0.21049999999999999,23,66,0.34850000000000003,60,144,0.41669999999999996,641,1565,0.40960000000000002,3430,15846,0.2165,1691,7767,0.2177,1728,8058,0.21440000000000001,11,21,0.52379999999999993,3013,13475,0.22359999999999997,43,606,0.070999999999999994,1,19,0.052600000000000001,8,65,0.12309999999999999,32,139,0.23020000000000002,333,1542,0.21600000000000003,0,15674,0,0,7661,0,0,7992,0,0,21,0,0,13339,0,0,597,0,0,19,0,0,64,0,0,135,0,0,1520,0,0,15470,0,0,7544,0,0,7905,0,0,21,0,0,13175,0,0,574,0,0,19,0,0,64,0,0,135,0,0,1503,0,10651,15268,0.69760000000000011,5092,7427,0.68559999999999999,5543,7820,0.70879999999999987,16,21,0.76190000000000002,9260,13025,0.71089999999999998,246,554,0.44399999999999995,9,19,0.47370000000000001,42,62,0.67739999999999989,78,131,0.59539999999999993,1016,1477,0.68789999999999996,4234,14678,0.28850000000000003,1953,7123,0.2742,2269,7534,0.30119999999999997,12,21,0.57140000000000002,3703,12564,0.29470000000000002,60,510,0.1176,4,17,0.23530000000000001,14,59,0.23730000000000001,30,123,0.24390000000000001,423,1405,0.30110000000000003,4234,14678,0.28850000000000003,1953,7123,0.2742,2269,7534,0.30119999999999997,12,21,0.57140000000000002,3703,12564,0.29470000000000002,60,510,0.1176,4,17,0.23530000000000001,14,59,0.23730000000000001,30,123,0.24390000000000001,423,1405,0.30110000000000003
