countyfips,countyname,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,voters_gender_m,voters_gender_f,voters_gender_unknown,party_npp,party_rep,party_dem,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_23,eth2_30,eth2_10,eth2_34,eth2_14,eth2_21,eth2_61,eth2_12,eth2_55,eth2_85,eth2_59,eth2_35,eth2_38,eth2_33,eth2_29,eth2_32,eth2_99,eth2_66,eth2_18,eth2_unk,languages_description_english,languages_description_spanish,languages_description_hindi,languages_description_chinese,languages_description_vietnamese,languages_description_german,languages_description_other,languages_description_unknown,absenteetypes_description_permanent_out_of_country,commercialdata_estimatedhhincomeamount_avg,g20221108_voted_all,g20221108_reg_all,g20221108_pct_voted_all,g20221108_voted_gender_m,g20221108_reg_gender_m,g20221108_pct_voted_gender_m,g20221108_voted_gender_f,g20221108_reg_gender_f,g20221108_pct_voted_gender_f,g20221108_voted_gender_unk,g20221108_reg_gender_unk,g20221108_pct_voted_gender_unk,g20221108_voted_eur,g20221108_reg_eur,g20221108_pct_voted_eur,g20221108_voted_hisp,g20221108_reg_hisp,g20221108_pct_voted_hisp,g20221108_voted_aa,g20221108_reg_aa,g20221108_pct_voted_aa,g20221108_voted_esa,g20221108_reg_esa,g20221108_pct_voted_esa,g20221108_voted_oth,g20221108_reg_oth,g20221108_pct_voted_oth,g20221108_voted_unk,g20221108_reg_unk,g20221108_pct_voted_unk,p20220503_voted_all,p20220503_reg_all,p20220503_pct_voted_all,p20220503_voted_gender_m,p20220503_reg_gender_m,p20220503_pct_voted_gender_m,p20220503_voted_gender_f,p20220503_reg_gender_f,p20220503_pct_voted_gender_f,p20220503_voted_gender_unk,p20220503_reg_gender_unk,p20220503_pct_voted_gender_unk,p20220503_voted_eur,p20220503_reg_eur,p20220503_pct_voted_eur,p20220503_voted_hisp,p20220503_reg_hisp,p20220503_pct_voted_hisp,p20220503_voted_aa,p20220503_reg_aa,p20220503_pct_voted_aa,p20220503_voted_esa,p20220503_reg_esa,p20220503_pct_voted_esa,p20220503_voted_oth,p20220503_reg_oth,p20220503_pct_voted_oth,p20220503_voted_unk,p20220503_reg_unk,p20220503_pct_voted_unk,cg20211102_voted_all,cg20211102_reg_all,cg20211102_pct_voted_all,cg20211102_voted_gender_m,cg20211102_reg_gender_m,cg20211102_pct_voted_gender_m,cg20211102_voted_gender_f,cg20211102_reg_gender_f,cg20211102_pct_voted_gender_f,cg20211102_voted_gender_unk,cg20211102_reg_gender_unk,cg20211102_pct_voted_gender_unk,cg20211102_voted_eur,cg20211102_reg_eur,cg20211102_pct_voted_eur,cg20211102_voted_hisp,cg20211102_reg_hisp,cg20211102_pct_voted_hisp,cg20211102_voted_aa,cg20211102_reg_aa,cg20211102_pct_voted_aa,cg20211102_voted_esa,cg20211102_reg_esa,cg20211102_pct_voted_esa,cg20211102_voted_oth,cg20211102_reg_oth,cg20211102_pct_voted_oth,cg20211102_voted_unk,cg20211102_reg_unk,cg20211102_pct_voted_unk,s20210504_voted_all,s20210504_reg_all,s20210504_pct_voted_all,s20210504_voted_gender_m,s20210504_reg_gender_m,s20210504_pct_voted_gender_m,s20210504_voted_gender_f,s20210504_reg_gender_f,s20210504_pct_voted_gender_f,s20210504_voted_gender_unk,s20210504_reg_gender_unk,s20210504_pct_voted_gender_unk,s20210504_voted_eur,s20210504_reg_eur,s20210504_pct_voted_eur,s20210504_voted_hisp,s20210504_reg_hisp,s20210504_pct_voted_hisp,s20210504_voted_aa,s20210504_reg_aa,s20210504_pct_voted_aa,s20210504_voted_esa,s20210504_reg_esa,s20210504_pct_voted_esa,s20210504_voted_oth,s20210504_reg_oth,s20210504_pct_voted_oth,s20210504_voted_unk,s20210504_reg_unk,s20210504_pct_voted_unk,g20201103_voted_all,g20201103_reg_all,g20201103_pct_voted_all,g20201103_voted_gender_m,g20201103_reg_gender_m,g20201103_pct_voted_gender_m,g20201103_voted_gender_f,g20201103_reg_gender_f,g20201103_pct_voted_gender_f,g20201103_voted_gender_unk,g20201103_reg_gender_unk,g20201103_pct_voted_gender_unk,g20201103_voted_eur,g20201103_reg_eur,g20201103_pct_voted_eur,g20201103_voted_hisp,g20201103_reg_hisp,g20201103_pct_voted_hisp,g20201103_voted_aa,g20201103_reg_aa,g20201103_pct_voted_aa,g20201103_voted_esa,g20201103_reg_esa,g20201103_pct_voted_esa,g20201103_voted_oth,g20201103_reg_oth,g20201103_pct_voted_oth,g20201103_voted_unk,g20201103_reg_unk,g20201103_pct_voted_unk,pp20200602_voted_all,pp20200602_reg_all,pp20200602_pct_voted_all,pp20200602_voted_gender_m,pp20200602_reg_gender_m,pp20200602_pct_voted_gender_m,pp20200602_voted_gender_f,pp20200602_reg_gender_f,pp20200602_pct_voted_gender_f,pp20200602_voted_gender_unk,pp20200602_reg_gender_unk,pp20200602_pct_voted_gender_unk,pp20200602_voted_eur,pp20200602_reg_eur,pp20200602_pct_voted_eur,pp20200602_voted_hisp,pp20200602_reg_hisp,pp20200602_pct_voted_hisp,pp20200602_voted_aa,pp20200602_reg_aa,pp20200602_pct_voted_aa,pp20200602_voted_esa,pp20200602_reg_esa,pp20200602_pct_voted_esa,pp20200602_voted_oth,pp20200602_reg_oth,pp20200602_pct_voted_oth,pp20200602_voted_unk,pp20200602_reg_unk,pp20200602_pct_voted_unk,p20200602_voted_all,p20200602_reg_all,p20200602_pct_voted_all,p20200602_voted_gender_m,p20200602_reg_gender_m,p20200602_pct_voted_gender_m,p20200602_voted_gender_f,p20200602_reg_gender_f,p20200602_pct_voted_gender_f,p20200602_voted_gender_unk,p20200602_reg_gender_unk,p20200602_pct_voted_gender_unk,p20200602_voted_eur,p20200602_reg_eur,p20200602_pct_voted_eur,p20200602_voted_hisp,p20200602_reg_hisp,p20200602_pct_voted_hisp,p20200602_voted_aa,p20200602_reg_aa,p20200602_pct_voted_aa,p20200602_voted_esa,p20200602_reg_esa,p20200602_pct_voted_esa,p20200602_voted_oth,p20200602_reg_oth,p20200602_pct_voted_oth,p20200602_voted_unk,p20200602_reg_unk,p20200602_pct_voted_unk
18087,LAGRANGE,15568,157,1124,1162,1097,2116,2380,2838,2682,1495,513,7838,7728,2,7162,6670,1713,23,0,13209,645,12,85,140,1477,13209,12,644,25,69,29,22,15,6,6,5,3,4,6,2,12,1,2,0,0,1,1,1477,7768,103,1,3,1,6,30,7656,29,78806,6590,15447,0.42659999999999998,3333,7784,0.42820000000000003,3257,7661,0.42510000000000003,0,2,0,5820,13125,0.44339999999999991,77,626,0.123,2,12,0.16669999999999999,33,83,0.39760000000000006,42,138,0.30430000000000001,616,1463,0.42110000000000003,2449,15201,0.16109999999999999,1237,7662,0.16140000000000002,1212,7537,0.1608,0,2,0,2159,12937,0.16689999999999999,23,600,0.038299999999999994,2,12,0.16669999999999999,19,82,0.23169999999999996,10,136,0.073499999999999996,236,1434,0.16460000000000002,0,14993,0,0,7552,0,0,7440,0,0,1,0,0,12778,0,0,583,0,0,12,0,0,81,0,0,132,0,0,1407,0,0,14753,0,0,7430,0,0,7322,0,0,1,0,0,12581,0,0,567,0,0,12,0,0,79,0,0,125,0,0,1389,0,10059,14505,0.69350000000000001,4868,7285,0.66820000000000002,5190,7219,0.71889999999999998,1,1,1,8749,12391,0.70609999999999995,251,542,0.46310000000000001,2,11,0.18180000000000002,53,76,0.69739999999999991,68,120,0.56669999999999998,936,1365,0.68570000000000009,3579,13810,0.25919999999999999,1687,6894,0.2447,1892,6915,0.27360000000000001,0,1,0,3173,11818,0.26850000000000002,49,509,0.096299999999999983,1,11,0.090900000000000009,22,74,0.29730000000000001,26,109,0.23850000000000002,308,1289,0.23890000000000003,3579,13810,0.25919999999999999,1687,6894,0.2447,1892,6915,0.27360000000000001,0,1,0,3173,11818,0.26850000000000002,49,509,0.096299999999999983,1,11,0.090900000000000009,22,74,0.29730000000000001,26,109,0.23850000000000002,308,1289,0.23890000000000003
18089,LAKE,340442,3349,24501,28055,29784,58432,54650,56183,49799,25322,10261,161121,179228,93,131964,50824,156978,676,0,174299,51533,70675,3897,9451,30587,174299,70518,51308,1593,2546,912,2079,510,362,2138,362,572,262,745,240,256,151,123,155,157,225,10,30587,133449,9656,243,83,64,85,1965,194897,581,81825,134533,337297,0.39889999999999998,63263,159518,0.39660000000000001,71259,177687,0.40099999999999997,11,92,0.1196,79134,172846,0.45780000000000004,14290,50925,0.28060000000000002,21959,69999,0.31369999999999998,1159,3836,0.30209999999999998,3686,9386,0.39269999999999994,14305,30305,0.47200000000000009,45202,330161,0.13690000000000002,21340,156034,0.1368,23858,174043,0.1371,4,84,0.047599999999999996,25008,169350,0.1477,4484,49591,0.090400000000000008,9819,68743,0.14280000000000001,266,3714,0.071599999999999997,1087,9161,0.1187,4538,29602,0.15330000000000002,2,325017,0,0,153470,0,2,171463,0,0,84,0,1,166877,0,0,48602,0,0,67769,0,0,3621,0,0,9003,0,1,29145,0,1,319307,0,0,150680,0,1,168544,0,0,83,0,1,164140,0,0,47535,0,0,66611,0,0,3533,0,0,8844,0,0,28644,0,205391,313939,0.6542,93036,147993,0.62870000000000004,112334,165864,0.6772999999999999,21,82,0.25610000000000005,113566,161636,0.70260000000000011,27001,46563,0.57989999999999997,36793,65406,0.5625,2154,3444,0.62539999999999996,5804,8694,0.66759999999999997,20073,28196,0.71189999999999998,78757,301203,0.26149999999999995,34109,141690,0.2407,44638,159435,0.27999999999999997,10,78,0.12819999999999998,41019,155089,0.26450000000000001,9562,44497,0.21490000000000001,18283,63253,0.28899999999999998,570,3199,0.1782,1933,8209,0.23549999999999999,7390,26956,0.2742,78757,301203,0.26149999999999995,34109,141690,0.2407,44638,159435,0.27999999999999997,10,78,0.12819999999999998,41019,155089,0.26450000000000001,9562,44497,0.21490000000000001,18283,63253,0.28899999999999998,570,3199,0.1782,1933,8209,0.23549999999999999,7390,26956,0.2742
18093,LAWRENCE,30964,331,2073,2297,2244,4440,4992,5469,4995,3038,1053,15031,15927,6,13460,12893,4222,389,0,27977,405,36,155,146,2245,27977,34,404,60,56,42,35,25,16,19,9,6,5,0,2,2,4,3,3,2,1,0,2245,15377,25,8,0,2,7,31,15514,49,71720,12808,30724,0.41689999999999994,6325,14895,0.42460000000000003,6480,15823,0.40950000000000009,3,6,0.5,11727,27770,0.42230000000000006,119,398,0.29899999999999999,6,36,0.16669999999999999,39,151,0.25830000000000003,67,146,0.45890000000000003,850,2223,0.38239999999999996,5718,30363,0.18830000000000002,2863,14722,0.19449999999999998,2855,15636,0.18259999999999998,0,5,0,5239,27464,0.19080000000000003,40,381,0.10500000000000001,6,34,0.17649999999999999,15,147,0.10200000000000001,24,143,0.1678,394,2194,0.17960000000000001,0,29968,0,0,14511,0,0,15452,0,0,5,0,0,27132,0,0,375,0,0,32,0,0,144,0,0,142,0,0,2143,0,0,29631,0,0,14338,0,0,15288,0,0,5,0,0,26852,0,0,360,0,0,31,0,0,143,0,0,139,0,0,2106,0,20288,29373,0.69070000000000009,9712,14205,0.68370000000000009,10573,15163,0.69729999999999992,3,5,0.59999999999999998,18472,26624,0.69379999999999997,227,357,0.63590000000000002,12,31,0.3871,76,142,0.53520000000000001,97,135,0.71849999999999992,1404,2084,0.67369999999999997,7533,28458,0.26469999999999999,3497,13760,0.25409999999999999,4035,14693,0.27460000000000001,1,5,0.20000000000000001,6910,25810,0.26769999999999999,69,341,0.20230000000000001,6,30,0.20000000000000001,22,139,0.15830000000000002,41,133,0.30830000000000002,485,2005,0.2419,7533,28458,0.26469999999999999,3497,13760,0.25409999999999999,4035,14693,0.27460000000000001,1,5,0.20000000000000001,6910,25810,0.26769999999999999,69,341,0.20230000000000001,6,30,0.20000000000000001,22,139,0.15830000000000002,41,133,0.30830000000000002,485,2005,0.2419
18097,MARION,570960,5344,42776,57966,60721,101999,86395,90609,74975,35778,13797,268639,301881,440,214368,102192,246452,7948,0,348607,30285,132383,11553,7574,40558,348607,131897,30125,3862,3747,3402,1368,1323,1614,387,589,170,375,143,231,183,231,252,254,486,160,339,40558,225975,3018,414,273,315,168,1432,339365,1922,77997,221936,565826,0.39219999999999999,102744,266006,0.38619999999999999,119141,299413,0.39790000000000003,51,407,0.12529999999999999,151329,346328,0.437,5772,29540,0.19539999999999999,42097,131222,0.32079999999999997,3013,11208,0.26880000000000004,2508,7459,0.33619999999999994,17217,40069,0.42969999999999997,71202,554427,0.12840000000000001,31727,260197,0.12190000000000001,39462,293878,0.13430000000000003,13,352,0.036900000000000002,47979,340737,0.14080000000000001,1394,28190,0.049500000000000002,15311,128951,0.1187,809,10406,0.077700000000000005,654,7164,0.091299999999999992,5055,38979,0.12969999999999998,0,546855,0,0,256199,0,0,290331,0,0,325,0,0,337011,0,0,27232,0,0,127226,0,0,10008,0,0,7010,0,0,38368,0,6,539151,0,4,252227,0,2,286608,0,0,316,0,6,333090,0,0,26250,0,0,125553,0,0,9643,0,0,6857,0,0,37758,0,359133,532639,0.6742999999999999,160729,248664,0.64640000000000009,198305,283659,0.69909999999999994,99,316,0.31330000000000002,232712,329889,0.70539999999999992,14048,25353,0.55410000000000004,76037,123978,0.61329999999999996,5691,9396,0.60570000000000002,4450,6733,0.66090000000000004,26195,37290,0.70250000000000001,131172,508536,0.25789999999999996,54186,236319,0.2293,76964,271913,0.28300000000000003,22,304,0.072399999999999992,85995,316694,0.27149999999999996,3337,22930,0.14550000000000002,29714,119082,0.2495,1402,8168,0.1716,1459,6303,0.23149999999999998,9265,35359,0.26200000000000001,131172,508536,0.25789999999999996,54186,236319,0.2293,76964,271913,0.28300000000000003,22,304,0.072399999999999992,85995,316694,0.27149999999999996,3337,22930,0.14550000000000002,29714,119082,0.2495,1402,8168,0.1716,1459,6303,0.23149999999999998,9265,35359,0.26200000000000001
18101,MARTIN,7126,49,454,498,489,1090,1062,1289,1260,668,254,3572,3546,8,2359,2778,1942,47,0,6474,69,10,20,18,535,6474,10,69,2,8,14,2,3,1,2,0,0,0,0,2,2,1,1,0,0,0,0,535,3637,4,0,0,0,1,6,3478,3,71302,3523,7089,0.49700000000000005,1790,3555,0.50350000000000006,1730,3526,0.49060000000000004,3,8,0.375,3222,6443,0.50009999999999999,27,68,0.39710000000000001,5,10,0.5,12,20,0.59999999999999998,10,17,0.58820000000000006,247,531,0.46519999999999995,1479,7000,0.21130000000000004,749,3506,0.21360000000000001,728,3486,0.20880000000000001,2,8,0.25,1356,6362,0.21309999999999998,9,64,0.1406,2,9,0.22220000000000001,9,20,0.45000000000000001,4,17,0.23530000000000001,99,528,0.1875,0,6927,0,0,3472,0,0,3447,0,0,8,0,0,6298,0,0,64,0,0,8,0,0,20,0,0,16,0,0,521,0,0,6882,0,0,3447,0,0,3427,0,0,8,0,0,6260,0,0,61,0,0,8,0,0,20,0,0,16,0,0,517,0,4873,6837,0.71270000000000011,2419,3424,0.70650000000000002,2450,3405,0.71950000000000003,4,8,0.5,4466,6223,0.71770000000000012,38,60,0.63329999999999997,5,8,0.625,15,20,0.75,10,15,0.66669999999999996,339,511,0.66339999999999999,1772,6650,0.26650000000000001,876,3317,0.26410000000000006,894,3325,0.26889999999999997,2,8,0.25,1634,6063,0.26949999999999996,13,58,0.22410000000000002,3,8,0.375,8,20,0.40000000000000002,1,14,0.071400000000000005,113,487,0.23199999999999998,1772,6650,0.26650000000000001,876,3317,0.26410000000000006,894,3325,0.26889999999999997,2,8,0.25,1634,6063,0.26949999999999996,13,58,0.22410000000000002,3,8,0.375,8,20,0.40000000000000002,1,14,0.071400000000000005,113,487,0.23199999999999998
18103,MIAMI,20543,189,1466,1415,1454,2981,3374,3715,3353,1956,633,10112,10426,5,9209,8360,2966,8,0,17909,417,169,62,136,1850,17909,168,416,16,45,22,35,11,5,8,7,6,2,1,7,11,0,8,1,1,1,0,1850,10430,32,2,1,1,4,10,10063,19,65802,8498,20428,0.41600000000000004,4278,10051,0.42560000000000003,4219,10372,0.40679999999999994,1,5,0.20000000000000001,7552,17822,0.42370000000000002,89,405,0.2198,41,168,0.24399999999999999,22,61,0.36070000000000002,65,136,0.47789999999999999,729,1836,0.39710000000000001,2814,20112,0.1399,1413,9892,0.14280000000000001,1401,10216,0.1371,0,4,0,2506,17567,0.14269999999999999,27,385,0.070099999999999996,9,164,0.054900000000000004,6,60,0.10000000000000001,21,134,0.15669999999999998,245,1802,0.13599999999999998,0,19916,0,0,9787,0,0,10125,0,0,4,0,0,17405,0,0,379,0,0,162,0,0,58,0,0,132,0,0,1780,0,0,19661,0,0,9652,0,0,10005,0,0,4,0,0,17192,0,0,366,0,0,161,0,0,56,0,0,132,0,0,1754,0,13539,19447,0.69620000000000004,6545,9533,0.68659999999999999,6991,9910,0.70539999999999992,3,4,0.75,11942,17011,0.70200000000000007,186,357,0.52100000000000002,91,157,0.5796,31,55,0.56359999999999999,98,131,0.74809999999999999,1191,1736,0.68609999999999993,4269,18740,0.2278,1967,9167,0.21459999999999999,2302,9569,0.24059999999999998,0,4,0,3785,16417,0.2306,46,334,0.13769999999999999,15,144,0.1042,8,51,0.15690000000000001,44,128,0.34379999999999999,371,1666,0.22269999999999998,4269,18740,0.2278,1967,9167,0.21459999999999999,2302,9569,0.24059999999999998,0,4,0,3785,16417,0.2306,46,334,0.13769999999999999,15,144,0.1042,8,51,0.15690000000000001,44,128,0.34379999999999999,371,1666,0.22269999999999998
18105,MONROE,79832,809,8562,8669,7767,12961,10598,10979,10975,6281,2213,38604,41178,50,33153,16170,30423,86,0,65619,2286,632,1835,1347,8113,65619,612,2260,551,553,697,284,250,143,68,127,48,56,22,84,27,56,39,59,20,26,15,8113,31911,149,52,45,26,20,273,47356,666,89621,39720,79117,0.502,19164,38258,0.5008999999999999,20531,40810,0.5031000000000001,25,49,0.51019999999999999,33687,65121,0.51729999999999998,812,2227,0.36459999999999998,161,618,0.26050000000000001,658,1780,0.36970000000000003,554,1330,0.41649999999999998,3848,8041,0.47850000000000004,13267,76944,0.17240000000000003,6194,37226,0.16640000000000002,7063,39671,0.17799999999999999,10,47,0.21280000000000002,11337,63563,0.1784,221,2101,0.1052,61,592,0.10300000000000001,168,1662,0.1011,186,1267,0.14680000000000001,1294,7759,0.1668,0,75893,0,0,36699,0,0,39147,0,0,47,0,0,62801,0,0,2021,0,0,582,0,0,1606,0,0,1243,0,0,7640,0,0,74609,0,0,36089,0,0,38474,0,0,46,0,0,61851,0,0,1941,0,0,566,0,0,1537,0,0,1217,0,0,7497,0,56533,73855,0.76549999999999996,26848,35686,0.75229999999999986,29659,38123,0.77799999999999991,26,46,0.56520000000000004,47378,61278,0.77320000000000011,1399,1894,0.73860000000000003,323,554,0.58299999999999996,1060,1503,0.70530000000000004,887,1204,0.73670000000000002,5486,7422,0.73920000000000008,23950,70208,0.34110000000000001,10646,33799,0.315,13289,36363,0.36549999999999999,15,46,0.3261,20329,58498,0.34750000000000003,483,1713,0.28199999999999997,120,510,0.23530000000000001,333,1360,0.24490000000000003,361,1103,0.32730000000000004,2324,7024,0.33089999999999997,23950,70208,0.34110000000000001,10646,33799,0.315,13289,36363,0.36549999999999999,15,46,0.3261,20329,58498,0.34750000000000003,483,1713,0.28199999999999997,120,510,0.23530000000000001,333,1360,0.24490000000000003,361,1103,0.32730000000000004,2324,7024,0.33089999999999997
18111,NEWTON,9444,86,595,669,697,1356,1552,1803,1603,807,269,4826,4609,9,4089,4084,1234,37,0,7869,343,8,33,94,1097,7869,8,340,5,12,8,35,7,4,14,6,11,2,4,10,3,0,0,1,0,3,0,1097,4454,30,0,1,0,3,19,4937,5,72428,4000,9384,0.42630000000000001,2007,4795,0.41859999999999997,1989,4580,0.43430000000000002,4,9,0.44440000000000002,3383,7827,0.43220000000000003,83,339,0.24479999999999999,3,8,0.375,13,33,0.39390000000000003,40,94,0.42549999999999999,478,1083,0.44139999999999996,2457,9212,0.26669999999999999,1207,4699,0.25690000000000002,1249,4504,0.27729999999999999,1,9,0.1111,2155,7683,0.28050000000000003,35,330,0.1061,3,8,0.375,9,33,0.2727,17,94,0.18090000000000001,238,1064,0.22369999999999995,0,9083,0,0,4631,0,0,4443,0,0,9,0,0,7585,0,0,319,0,0,8,0,0,33,0,0,93,0,0,1045,0,0,8951,0,0,4554,0,0,4388,0,0,9,0,0,7482,0,0,314,0,0,8,0,0,32,0,0,91,0,0,1024,0,6199,8841,0.70120000000000005,3092,4491,0.6885,3102,4341,0.71460000000000012,5,9,0.55559999999999998,5238,7389,0.70890000000000009,165,309,0.53400000000000003,6,8,0.75,22,32,0.6875,69,91,0.7582000000000001,699,1012,0.69070000000000009,2497,8469,0.29480000000000001,1166,4275,0.2727,1329,4185,0.31759999999999999,2,9,0.22220000000000001,2171,7087,0.30630000000000002,30,293,0.1024,2,6,0.33329999999999999,8,31,0.25810000000000005,24,86,0.27910000000000001,262,966,0.2712,2497,8469,0.29480000000000001,1166,4275,0.2727,1329,4185,0.31759999999999999,2,9,0.22220000000000001,2171,7087,0.30630000000000002,30,293,0.1024,2,6,0.33329999999999999,8,31,0.25810000000000005,24,86,0.27910000000000001,262,966,0.2712
18119,OWEN,14350,158,875,938,1024,2038,2225,2821,2556,1289,416,7142,7208,0,6021,5706,2586,37,0,13013,131,20,69,54,1063,13013,19,130,18,17,17,12,17,7,4,6,2,4,4,2,2,6,0,0,1,1,0,1063,7233,13,1,0,1,9,12,7081,16,67880,6230,14255,0.437,3152,7095,0.44429999999999997,3078,7160,0.42989999999999995,0,0,,5701,12927,0.441,43,128,0.33589999999999998,7,20,0.34999999999999998,21,68,0.30880000000000002,26,54,0.48149999999999993,432,1058,0.4083,2887,14051,0.20550000000000002,1428,6989,0.20430000000000001,1459,7062,0.20659999999999998,0,0,,2657,12753,0.20830000000000001,12,126,0.095199999999999993,6,20,0.29999999999999999,9,66,0.13640000000000002,8,53,0.15089999999999998,195,1033,0.18880000000000002,0,13900,0,0,6908,0,0,6992,0,0,0,,0,12625,0,0,126,0,0,20,0,0,63,0,0,52,0,0,1014,0,0,13779,0,0,6836,0,0,6943,0,0,0,,0,12524,0,0,123,0,0,20,0,0,61,0,0,52,0,0,999,0,9749,13649,0.71429999999999993,4777,6766,0.70599999999999996,4972,6883,0.72239999999999993,0,0,,8886,12414,0.71579999999999999,78,121,0.64460000000000006,14,20,0.69999999999999996,39,60,0.65000000000000002,42,50,0.84000000000000008,690,984,0.70120000000000005,3548,13081,0.2712,1645,6472,0.25419999999999998,1903,6609,0.28789999999999999,0,0,,3247,11908,0.2727,22,115,0.19130000000000003,6,18,0.33329999999999999,15,59,0.25419999999999998,12,49,0.24490000000000003,246,932,0.26389999999999997,3548,13081,0.2712,1645,6472,0.25419999999999998,1903,6609,0.28789999999999999,0,0,,3247,11908,0.2727,22,115,0.19130000000000003,6,18,0.33329999999999999,15,59,0.25419999999999998,12,49,0.24490000000000003,246,932,0.26389999999999997
18125,PIKE,8504,62,498,582,644,1233,1347,1604,1397,838,292,4259,4241,4,2914,3290,2255,45,0,7640,65,6,13,58,722,7640,6,65,1,8,6,10,5,1,0,0,1,18,0,6,4,5,0,0,0,0,0,722,4454,7,0,1,0,4,2,4036,8,65195,3686,8461,0.43559999999999999,1852,4231,0.43769999999999998,1832,4226,0.4335,2,4,0.5,3341,7601,0.43950000000000006,16,65,0.24619999999999997,1,6,0.16669999999999999,5,13,0.3846,19,57,0.33329999999999999,304,719,0.42279999999999995,1427,8351,0.1709,724,4181,0.17319999999999999,703,4166,0.16869999999999999,0,4,0,1310,7504,0.17460000000000001,6,61,0.098400000000000001,2,6,0.33329999999999999,1,13,0.076899999999999996,14,57,0.24559999999999998,94,710,0.13240000000000002,0,8275,0,0,4137,0,0,4134,0,0,4,0,0,7434,0,0,60,0,0,6,0,0,13,0,0,56,0,0,706,0,0,8222,0,0,4108,0,0,4110,0,0,4,0,0,7395,0,0,58,0,0,6,0,0,13,0,0,56,0,0,694,0,5931,8154,0.72739999999999994,2939,4075,0.72120000000000006,2989,4075,0.73349999999999993,3,4,0.75,5369,7340,0.73150000000000004,34,58,0.58620000000000005,3,5,0.59999999999999998,8,13,0.61539999999999995,42,56,0.75,475,682,0.69650000000000012,1652,7959,0.20759999999999995,777,3972,0.1956,874,3984,0.21939999999999998,1,3,0.33329999999999999,1499,7172,0.20899999999999999,8,52,0.15379999999999999,1,5,0.20000000000000001,2,13,0.15379999999999999,16,54,0.29630000000000001,126,663,0.19,1652,7959,0.20759999999999995,777,3972,0.1956,874,3984,0.21939999999999998,1,3,0.33329999999999999,1499,7172,0.20899999999999999,8,52,0.15379999999999999,1,5,0.20000000000000001,2,13,0.15379999999999999,16,54,0.29630000000000001,126,663,0.19
18127,PORTER,122502,1402,8895,9676,9647,20637,19970,20287,19011,9641,3293,59378,63085,39,54190,31048,36683,581,0,92499,9981,1247,1327,2849,14599,92499,1233,9914,443,609,387,793,141,151,562,130,183,79,222,101,92,64,34,39,14,67,5,14599,56614,1490,70,35,31,51,485,63726,345,99417,58121,121562,0.47810000000000008,28291,58872,0.48060000000000003,29824,62651,0.47599999999999998,6,39,0.15379999999999999,45573,91845,0.49619999999999997,3422,9881,0.3463,339,1233,0.27489999999999998,505,1312,0.38489999999999991,1318,2825,0.46650000000000003,6964,14466,0.48139999999999999,21456,119289,0.1799,10503,57728,0.18190000000000001,10953,61526,0.17799999999999999,0,35,0,17182,90239,0.19039999999999999,1137,9633,0.11800000000000002,87,1201,0.072399999999999992,129,1275,0.1012,440,2771,0.1588,2481,14170,0.17509999999999998,809,117433,0.0069000000000000008,378,56783,0.0067000000000000002,431,60618,0.0070999999999999995,0,32,0,665,88922,0.0074999999999999997,27,9428,0.0028999999999999998,2,1167,0.0016999999999999997,4,1237,0.0032000000000000002,20,2726,0.0072999999999999992,91,13953,0.0065000000000000006,1,115597,0,1,55864,0,0,59701,0,0,32,0,1,87604,0,0,9250,0,0,1130,0,0,1204,0,0,2686,0,0,13723,0,82662,114138,0.72419999999999995,38991,55098,0.70770000000000011,43660,59008,0.73989999999999989,11,32,0.34379999999999999,63564,86575,0.73420000000000007,5867,9073,0.64659999999999995,680,1101,0.61760000000000004,824,1180,0.69829999999999992,1949,2653,0.73460000000000014,9778,13556,0.72129999999999994,31368,109654,0.28610000000000002,14366,52812,0.27199999999999996,17001,56813,0.29920000000000002,1,29,0.034500000000000003,24492,83359,0.29380000000000001,1957,8637,0.2266,268,1048,0.25569999999999998,253,1106,0.22880000000000003,719,2546,0.28239999999999998,3679,12958,0.28389999999999993,31368,109654,0.28610000000000002,14366,52812,0.27199999999999996,17001,56813,0.29920000000000002,1,29,0.034500000000000003,24492,83359,0.29380000000000001,1957,8637,0.2266,268,1048,0.25569999999999998,253,1106,0.22880000000000003,719,2546,0.28239999999999998,3679,12958,0.28389999999999993
